floor_id,pool,encounter_id,enemy_count,total_hp,incoming_damage_per_turn,enemy_block_per_turn,enemy_heal_per_turn,stress_per_turn,energy_loss_per_turn,player_offense_penalty,maximum_turn_spike,projected_player_damage_per_turn,projected_player_block_per_turn,estimated_turns_to_kill,estimated_hp_loss,hp_loss_target_min,hp_loss_target_max,target_status,weight,min_layer,max_layer
floor2,combat,act2_brine_leech,1,28.0,4.044,1.022,1.167,0.0,0.0,0.0,6.0,19.645,8.494,1.533,0.0,0.14285714285714285,6.857142857142857,below,4,0,1
floor2,combat,act2_drowned_cantor,1,32.0,2.0,0.0,0.0,2.0,0.0,0.2,5.0,15.716,8.494,2.036,0.0,0.5714285714285714,9.428571428571429,below,5,0,4
floor2,combat,act2_mirror_eel,1,27.0,2.6,1.162,0.0,0.887,0.0,0.161,8.0,16.483,8.494,1.704,0.0,1.0,12.0,below,5,0,7
floor2,combat,act2_tide_apprentice,1,34.0,4.729,0.0,0.0,0.0,0.324,0.0,7.0,18.882,8.164,1.801,0.0,1.1428571428571428,12.857142857142858,below,4,1,7
floor2,combat,act2_barnacle_guard,1,40.0,7.025,1.362,0.0,0.0,0.0,0.0,10.191,19.645,8.494,2.117,0.0,1.2857142857142858,13.714285714285715,below,4,2,7
floor2,combat,act2_leech_and_cantor,2,60.0,5.76,2.892,1.149,1.551,0.0,0.151,11.836,16.679,8.494,4.2,0.0,1.1428571428571428,12.857142857142858,below,2,1,7
floor2,combat,act2_eel_and_leech,2,55.0,6.635,2.216,1.162,0.876,0.0,0.163,13.992,16.443,8.494,3.817,0.0,1.1428571428571428,12.857142857142858,below,2,1,7
floor2,combat,act2_guard_and_apprentice,2,74.0,9.841,4.691,0.0,0.0,0.237,0.0,16.607,19.087,8.253,4.483,7.12,1.5714285714285714,15.428571428571429,within,1,4,7
floor2,combat,act2_cantor_and_eel,2,59.0,4.344,2.915,0.0,2.404,0.0,0.317,13.826,13.418,8.494,4.994,0.0,1.4285714285714286,14.571428571428571,below,1,3,7
floor2,combat,act2_salt_patrol,2,68.0,9.625,4.455,1.162,0.0,0.0,0.0,15.594,19.645,8.494,4.151,4.693,1.5714285714285714,15.428571428571429,within,2,4,7
floor2,combat,act2_archive_pressure,3,94.0,9.832,4.245,1.14,1.537,0.236,0.154,18.779,16.149,8.254,7.222,11.396,1.7142857142857142,16.285714285714285,within,1,5,7
floor2,combat,act2_mirror_guard_detail,2,67.0,8.249,4.575,0.0,0.842,0.0,0.163,17.611,16.443,8.494,4.811,0.0,1.7142857142857142,16.285714285714285,below,1,5,7
floor2,combat,act2_ink_moth,1,26.0,2.797,0.0,0.0,0.0,0.0,0.157,8.648,16.561,8.494,1.57,0.0,0.42857142857142855,8.571428571428571,below,4,0,3
floor2,combat,act2_silt_scribe,1,34.0,4.781,0.0,0.0,0.0,0.317,0.0,7.0,18.898,8.171,1.799,0.0,0.8571428571428571,11.142857142857142,below,4,1,5
floor2,combat,act2_lantern_fish,1,30.0,4.8,0.0,0.0,0.0,0.0,0.0,12.0,19.645,8.494,1.527,0.0,0.8571428571428571,11.142857142857142,below,4,1,5
floor2,combat,act2_rusted_diver,1,46.0,8.313,2.455,0.0,0.0,0.262,0.0,12.716,19.028,8.227,2.602,0.223,1.2857142857142858,13.714285714285715,below,3,2,7
floor2,combat,act2_moth_and_scribe,2,60.0,7.011,1.377,0.0,0.0,0.227,0.155,15.536,16.148,8.263,3.898,0.0,1.2857142857142858,13.714285714285715,below,2,2,7
floor2,combat,act2_lantern_and_leech,2,58.0,7.974,2.545,1.156,0.0,0.0,0.0,18.761,19.645,8.494,3.326,0.0,1.2857142857142858,13.714285714285715,below,2,2,7
floor2,combat,act2_scribe_and_guard,2,74.0,9.856,4.819,0.0,0.0,0.227,0.0,16.597,19.11,8.263,4.496,7.161,1.5714285714285714,15.428571428571429,within,1,4,7
floor2,combat,act2_diver_and_moth,2,72.0,11.073,2.498,0.0,0.0,0.257,0.155,21.321,16.088,8.233,4.893,13.899,1.5714285714285714,15.428571428571429,within,1,4,7
floor2,combat,act2_false_light_patrol,3,83.0,9.302,2.637,0.0,0.9,0.0,0.314,29.352,13.477,8.494,6.901,5.573,1.7142857142857142,16.285714285714285,within,1,5,7
floor2,elite,act2_drowned_abbot,1,88.0,8.614,1.546,0.0,0.0,0.0,0.165,16.032,16.404,8.494,5.658,0.676,4.928571428571429,29.571428571428573,below,4,2,7
floor2,elite,act2_mirror_executioner,1,84.0,9.914,3.764,0.0,0.0,0.0,0.0,24.503,19.645,8.494,4.779,6.785,4.928571428571429,29.571428571428573,within,4,2,7
floor2,elite,act2_abbot_and_leech,2,116.0,12.52,2.678,1.159,0.0,0.0,0.164,22.023,16.424,8.494,8.204,33.026,5.571428571428571,33.42857142857143,within,1,5,7
floor2,elite,act2_drowned_cartographer,1,84.0,4.094,3.218,0.0,0.0,0.244,0.085,10.6,17.449,8.246,5.357,0.0,4.928571428571429,29.571428571428573,below,4,2,7
floor2,elite,act2_saltglass_matron,1,90.0,4.994,2.658,0.0,2.128,0.0,0.128,18.122,17.131,8.494,5.744,0.0,4.928571428571429,29.571428571428573,below,4,2,7
floor2,elite,act2_tidebound_jailer,1,96.0,5.19,3.759,0.0,0.0,0.253,0.087,11.88,17.392,8.237,6.265,0.0,4.928571428571429,29.571428571428573,below,4,2,7
floor2,elite,act2_cartographer_and_eel,2,111.0,6.787,4.276,0.0,0.868,0.244,0.248,18.69,14.341,8.246,9.258,0.0,5.571428571428571,33.42857142857143,below,1,5,7
floor2,elite,act2_jailer_and_leech,2,124.0,9.117,4.97,1.158,0.0,0.244,0.086,17.628,17.43,8.246,8.93,7.78,5.571428571428571,33.42857142857143,within,1,5,7
floor2,elite,act2_matron_and_scribe,2,124.0,9.086,4.107,0.0,2.14,0.223,0.127,24.736,16.692,8.267,8.592,7.035,5.571428571428571,33.42857142857143,within,1,5,7
floor2,elite,act2_executioner_and_lantern,2,116.0,11.426,5.644,0.0,1.526,0.0,0.155,29.96,16.6,8.494,8.595,25.197,5.785714285714286,34.714285714285715,within,1,6,7
floor2,boss,act2_saint_of_the_sunken_bell,1,164.0,9.877,4.166,0.0,2.8,0.209,0.1,30.725,17.237,8.281,10.973,17.508,10.0,34.0,within,1,9,9
floor2,boss,act2_librarian_of_the_last_tide,1,170.0,4.836,4.071,0.0,0.0,0.187,0.1,10.354,17.284,8.304,11.299,0.0,10.0,34.0,below,1,9,9
floor2,boss,act2_pearl_mirror_oracle,1,158.0,11.946,3.683,0.0,1.6,0.0,0.068,26.562,18.31,8.494,9.703,33.49,10.0,34.0,within,1,9,9
floor3,combat,act3_ash_gardener,1,46.0,7.223,0.0,0.0,0.0,0.0,0.0,9.0,24.36,9.972,1.888,0.0,0.44999999999999996,10.4,below,5,0,3
floor3,combat,act3_glass_pollen_moth,1,34.0,3.778,0.0,0.0,1.902,0.0,0.157,9.304,20.536,9.972,1.656,0.0,0.6000000000000001,11.2,below,5,0,4
floor3,combat,act3_thorn_halberdier,1,54.0,7.828,0.0,0.0,0.0,0.0,0.0,11.0,24.36,9.972,2.217,0.0,1.6500000000000001,16.8,below,4,1,10
floor3,combat,act3_furnace_orchid,1,40.0,3.51,0.0,1.459,0.0,0.0,0.0,6.896,24.36,9.972,1.714,0.0,1.6500000000000001,16.8,below,4,1,10
floor3,combat,act3_bellows_imp,1,33.0,5.095,2.765,0.0,1.728,0.0,0.0,7.0,24.36,9.972,1.445,0.0,0.6000000000000001,11.2,below,4,0,4
floor3,combat,act3_seed_butcher,1,50.0,5.375,0.0,2.118,0.0,0.0,0.0,18.0,24.36,9.972,2.186,0.0,1.7999999999999998,17.6,below,3,2,10
floor3,combat,act3_wax_root,1,56.0,2.831,4.964,0.0,0.0,0.0,0.148,11.167,20.755,9.972,3.107,0.0,1.7999999999999998,17.6,below,3,2,10
floor3,combat,act3_green_fire_acolyte,1,44.0,2.4,0.0,0.0,0.0,0.0,0.2,5.0,19.488,9.972,2.258,0.0,1.7999999999999998,17.6,below,3,2,10
floor3,combat,act3_moth_and_gardener,2,80.0,9.462,1.758,0.0,1.813,0.0,0.16,19.324,20.463,9.972,4.103,0.0,1.6500000000000001,16.8,below,2,1,10
floor3,combat,act3_imp_and_orchid,2,73.0,8.149,2.032,1.442,1.27,0.0,0.0,15.475,24.36,9.972,3.283,0.0,1.7999999999999998,17.6,below,2,2,10
floor3,combat,act3_thorn_and_pollen,2,88.0,10.061,2.961,0.0,1.85,0.0,0.158,20.358,20.511,9.972,4.66,0.416,1.9500000000000002,18.4,below,2,3,10
floor3,combat,act3_root_and_acolyte,2,100.0,4.581,6.756,0.0,2.034,0.0,0.301,16.86,17.028,9.972,7.512,0.0,2.0999999999999996,19.2,below,1,4,10
floor3,combat,act3_butcher_garden,2,96.0,11.016,1.824,2.13,0.0,0.0,0.0,27.925,24.36,9.972,4.39,4.585,2.0999999999999996,19.2,within,1,4,10
floor3,combat,act3_burning_greenhouse,3,107.0,11.924,2.086,1.448,3.19,0.0,0.159,24.838,20.487,9.972,5.839,11.398,2.25,20.0,within,1,5,10
floor3,combat,act3_thorn_procession,2,98.0,8.057,4.724,0.0,2.026,0.0,0.15,16.873,20.706,9.972,5.412,0.0,2.25,20.0,below,1,5,10
floor3,combat,act3_late_glasshouse_watch,2,102.0,8.496,6.741,0.0,0.0,0.0,0.15,21.01,20.706,9.972,6.0,0.0,2.0999999999999996,19.2,below,4,4,10
floor3,combat,act3_imp_pollen_swarm,3,101.0,12.332,1.955,0.0,4.883,0.0,0.322,27.282,16.516,9.972,6.541,15.438,2.0999999999999996,19.2,within,3,4,10
floor3,combat,act3_seed_butcher_and_thorn,2,104.0,11.644,2.996,2.128,0.0,0.0,0.0,29.0,24.36,9.972,4.9,8.195,2.25,20.0,within,4,5,10
floor3,combat,act3_orchid_acolyte_rite,2,84.0,5.252,1.782,1.477,2.079,0.0,0.147,12.789,20.779,9.972,4.476,0.0,2.4000000000000004,20.8,below,4,5,11
floor3,combat,act3_wax_root_garden,2,89.0,7.563,6.877,0.0,1.239,0.0,0.15,19.744,20.706,9.972,5.259,0.0,2.55,21.6,below,3,6,11
floor3,combat,act3_late_burning_grove,3,124.0,12.699,0.0,3.602,1.818,0.0,0.159,34.235,20.487,9.972,6.902,18.823,2.55,21.6,within,3,6,11
floor3,combat,act3_green_fire_line,3,123.0,12.243,5.502,0.0,3.291,0.0,0.149,24.426,20.731,9.972,6.947,15.779,2.7,22.4,within,3,7,11
floor3,combat,act3_root_and_butcher,2,106.0,8.247,4.99,2.082,0.0,0.0,0.148,29.089,20.755,9.972,6.404,0.0,2.7,22.4,below,4,7,11
floor3,combat,act3_pollen_thorn_garden,3,120.0,12.996,1.765,1.424,1.862,0.0,0.159,26.162,20.487,9.972,6.48,19.596,2.8499999999999996,23.2,within,3,8,11
floor3,combat,act3_final_greenhouse_guard,3,150.0,9.773,6.79,2.15,2.029,0.0,0.301,34.583,17.028,9.972,12.724,0.0,3.0,24.0,below,3,9,11
floor3,combat,act3_ashen_knife_bed,2,83.0,10.079,2.0,2.099,1.25,0.0,0.0,26.532,24.36,9.972,3.809,0.408,3.0,24.0,below,3,9,11
floor3,combat,act3_smoldering_root_wall,3,140.0,8.193,6.722,1.442,2.057,0.0,0.299,23.944,17.077,9.972,11.318,0.0,3.0,24.0,below,2,10,11
floor3,elite,act3_furnace_saint,1,96.0,8.735,2.929,0.0,0.0,0.0,0.0,18.576,24.36,9.972,4.22,0.0,6.8,30.4,below,4,2,10
floor3,elite,act3_thorn_executioner,1,88.0,11.303,4.177,0.0,0.0,0.0,0.0,21.488,24.36,9.972,3.989,5.31,6.8,30.4,below,4,2,10
floor3,elite,act3_glass_arbiter,1,82.0,5.611,5.162,0.0,0.0,0.0,0.163,19.194,20.39,9.972,4.672,0.0,6.8,30.4,below,3,2,10
floor3,elite,act3_pollen_librarian,1,78.0,9.103,3.054,0.0,0.0,0.0,0.108,12.98,21.729,9.972,3.89,0.0,6.95,31.1,below,3,3,10
floor3,elite,act3_root_titan,1,110.0,3.273,6.386,2.484,0.0,0.0,0.0,12.75,24.36,9.972,5.756,0.0,7.1,31.799999999999997,below,2,4,10
floor3,elite,act3_saint_and_imp,2,129.0,13.566,4.964,0.0,1.251,0.0,0.0,27.375,24.36,9.972,5.964,21.436,7.1,31.799999999999997,within,1,4,10
floor3,elite,act3_arbiter_and_moth,2,116.0,9.454,4.996,0.0,1.84,0.0,0.322,28.735,16.516,9.972,8.425,0.0,7.1,31.799999999999997,below,1,4,10
floor3,elite,act3_librarian_and_imp,2,111.0,13.664,5.212,0.0,1.272,0.0,0.105,21.601,21.802,9.972,5.862,21.643,7.1,31.799999999999997,within,3,4,10
floor3,elite,act3_executioner_and_orchid,2,132.0,13.363,5.734,0.0,2.071,0.0,0.149,27.588,20.731,9.972,7.51,25.468,7.55,33.9,within,1,7,10
floor3,elite,act3_saint_and_acolyte,2,140.0,10.631,4.732,0.0,2.078,0.0,0.15,24.595,20.706,9.972,7.733,5.098,7.25,32.5,below,3,5,10
floor3,elite,act3_titan_and_gardener,2,156.0,8.854,8.171,2.491,0.0,0.0,0.0,22.349,24.36,9.972,8.608,0.0,7.4,33.2,below,2,6,10
floor3,elite,act3_arbiter_procession,2,136.0,12.041,8.023,0.0,0.0,0.0,0.162,30.362,20.414,9.972,8.499,17.587,7.55,33.9,within,2,7,10
floor3,boss,act3_queen_of_cinders,1,205.0,12.262,4.91,0.0,0.0,0.0,0.1,23.13,21.924,9.972,10.664,24.423,12.0,40.0,within,1,12,12
floor3,boss,act3_saint_of_green_fire,1,190.0,12.077,3.838,0.0,0.6,0.0,0.0,20.11,24.36,9.972,8.54,17.978,12.0,40.0,within,1,12,12
floor3,boss,act3_grafted_sun,1,220.0,7.2,0.0,2.568,0.0,0.0,0.074,15.624,22.558,9.972,10.597,0.0,12.0,40.0,below,1,12,12
floor4,combat,act4_starved_astronomer,1,58.0,6.103,1.933,0.0,0.0,0.0,0.0,20.307,30.647,11.818,1.961,0.0,5.0,20.0,below,5,0,3
floor4,combat,act4_lens_spider,1,42.0,8.672,3.791,0.0,0.0,0.0,0.0,14.93,30.647,11.818,1.47,0.0,5.0,20.0,below,5,0,4
floor4,combat,act4_gravity_acolyte,1,64.0,3.214,1.485,0.0,0.0,0.0,0.121,11.69,26.939,11.818,2.45,0.0,5.0,20.0,below,4,1,12
floor4,combat,act4_void_hound,1,52.0,5.917,0.0,0.0,2.398,0.0,0.132,9.0,26.601,11.818,1.955,0.0,5.0,20.0,below,4,0,5
floor4,combat,act4_brass_astrologer,1,68.0,13.206,0.568,0.0,0.0,0.0,0.0,16.51,30.647,11.818,2.242,3.111,5.0,20.0,below,3,2,12
floor4,combat,act4_eclipse_warden,1,72.0,7.2,0.0,0.0,0.0,0.0,0.2,18.0,24.517,11.818,2.937,0.0,5.0,20.0,below,3,3,12
floor4,combat,act4_orbiting_reliquary,1,50.0,11.002,3.23,0.0,0.0,0.0,0.0,16.0,30.647,11.818,1.732,0.0,5.0,20.0,below,3,2,12
floor4,combat,act4_comet_larva,1,46.0,8.964,0.0,0.0,0.0,0.0,0.0,14.656,30.647,11.818,1.501,0.0,5.0,20.0,below,4,0,5
floor4,combat,act4_hound_and_spider,2,94.0,14.616,3.752,0.0,2.405,0.0,0.13,23.888,26.663,11.818,3.821,10.69,5.0,20.0,within,2,1,12
floor4,combat,act4_acolyte_and_astronomer,2,122.0,7.676,6.233,0.0,0.0,0.0,0.099,27.901,27.613,11.818,5.045,0.0,5.0,20.0,below,2,2,12
floor4,combat,act4_astrologer_and_reliquary,2,118.0,14.714,8.461,0.0,0.0,0.0,0.0,33.014,30.647,11.818,4.54,13.145,5.0,20.0,within,2,3,12
floor4,combat,act4_eclipse_patrol,2,124.0,9.671,6.386,0.0,2.491,0.0,0.278,24.444,22.127,11.818,6.661,0.0,5.0,20.0,below,2,4,12
floor4,combat,act4_comet_swarm,2,92.0,17.807,0.0,0.0,0.0,0.0,0.0,29.292,30.647,11.818,3.002,17.977,5.0,20.0,within,2,2,6
floor4,combat,act4_observatory_choir,3,164.0,16.413,10.005,0.0,0.0,0.0,0.097,43.158,27.674,11.818,7.397,33.986,5.0,20.0,above,1,5,12
floor4,combat,act4_black_orbit,3,170.0,20.667,8.352,0.0,2.429,0.0,0.129,41.98,26.693,11.818,7.692,68.067,5.0,20.0,above,1,5,12
floor4,combat,act4_eclipse_calculation,3,182.0,14.287,10.7,0.0,0.0,0.0,0.248,37.452,23.046,11.818,10.605,26.18,5.0,20.0,above,1,5,12
floor4,combat,act4_lens_hound_pack,3,136.0,23.217,7.524,0.0,2.423,0.0,0.129,38.853,26.693,11.818,6.03,68.73,5.0,20.0,above,2,6,12
floor4,combat,act4_gravity_starved_pair,2,122.0,7.619,6.215,0.0,0.0,0.0,0.099,27.881,27.613,11.818,5.042,0.0,5.0,20.0,below,4,4,12
floor4,combat,act4_brass_eclipse_formula,2,140.0,12.398,8.126,0.0,0.0,0.0,0.15,32.454,26.05,11.818,6.487,3.76,5.0,20.0,below,4,5,13
floor4,combat,act4_reliquary_orbit_guard,3,160.0,16.933,10.716,0.0,0.0,0.0,0.1,37.936,27.582,11.818,7.377,37.732,5.0,20.0,above,3,5,13
floor4,combat,act4_comet_larva_swarm,3,134.0,26.512,3.808,0.0,0.0,0.0,0.0,44.066,30.647,11.818,4.693,68.959,5.0,20.0,above,2,6,13
floor4,combat,act4_void_observatory_watch,3,178.0,20.209,3.741,0.0,2.43,0.0,0.129,46.205,26.693,11.818,7.225,60.624,5.0,20.0,above,2,8,13
floor4,combat,act4_eclipse_reliquary_wall,2,122.0,10.092,13.037,0.0,0.0,0.0,0.151,30.76,26.019,11.818,6.473,0.0,5.0,20.0,below,4,7,13
floor4,combat,act4_astrologer_lens_nest,3,152.0,25.74,9.438,0.0,0.0,0.0,0.0,46.799,30.647,11.818,5.971,83.127,5.0,20.0,above,2,8,13
floor4,combat,act4_gravity_hound_line,3,162.0,16.252,4.296,0.0,2.465,0.0,0.227,31.096,23.69,11.818,7.596,33.677,5.0,20.0,above,2,9,13
floor4,combat,act4_late_orbit_tax,3,176.0,20.839,10.298,0.0,0.0,0.0,0.0,53.238,30.647,11.818,7.045,63.548,5.0,20.0,above,3,9,13
floor4,combat,act4_black_eclipse_pack,3,166.0,18.341,10.212,0.0,2.461,0.0,0.276,39.382,22.188,11.818,10.017,65.337,5.0,20.0,above,3,9,13
floor4,combat,act4_final_calculation_hall,3,204.0,13.705,12.435,0.0,0.0,0.0,0.248,39.774,23.046,11.818,12.587,23.747,5.0,20.0,above,1,11,13
floor4,combat,act4_satellite_pit,3,142.0,24.278,6.437,0.0,0.0,0.0,0.0,45.276,30.647,11.818,5.239,65.271,5.0,20.0,above,3,10,13
floor4,combat,act4_dead_moon_promenade,3,160.0,18.432,8.354,0.0,2.443,0.0,0.13,45.292,26.663,11.818,7.25,47.951,5.0,20.0,above,2,11,13
floor4,elite,act4_atlas_jailer,1,118.0,7.052,8.431,0.0,0.0,0.0,0.049,16.898,29.145,11.818,4.815,0.0,10.0,32.0,below,4,2,12
floor4,elite,act4_glass_comet,1,96.0,14.866,0.0,0.0,0.0,0.0,0.0,23.824,30.647,11.818,3.132,9.546,10.0,32.0,below,4,2,12
floor4,elite,act4_orbit_saint,1,110.0,14.391,0.0,0.0,0.0,0.0,0.0,20.0,30.647,11.818,3.589,9.234,10.0,32.0,below,3,2,12
floor4,elite,act4_gravity_executioner,1,126.0,11.436,4.176,0.0,4.376,0.0,0.0,38.406,30.647,11.818,4.444,0.0,10.0,32.0,below,3,3,12
floor4,elite,act4_blind_astronomer,1,104.0,4.907,0.0,0.0,3.812,0.0,0.124,16.128,26.847,11.818,3.874,0.0,10.0,32.0,below,3,3,12
floor4,elite,act4_jailer_and_hound,2,170.0,12.999,8.371,0.0,2.414,0.0,0.178,25.881,25.192,11.818,8.257,9.749,10.0,32.0,below,2,4,12
floor4,elite,act4_saint_and_reliquary,2,160.0,17.341,8.897,0.0,0.0,0.0,0.0,37.932,30.647,11.818,6.213,34.311,10.0,32.0,above,2,4,12
floor4,elite,act4_executioner_and_acolyte,2,190.0,12.983,8.506,0.0,4.354,0.0,0.1,45.717,27.582,11.818,8.296,9.661,10.0,32.0,below,1,5,12
floor4,elite,act4_comet_and_spiders,3,180.0,32.342,7.63,0.0,0.0,0.0,0.0,53.749,30.647,11.818,6.805,139.667,10.0,32.0,above,2,7,12
